transaction_id,account_id,transaction_date,transaction_type,amount,currency,description,channel,reference_no,status
TXN0000000211,HSP0000000020,2026-02-08,Maaş,55101.52,TRY,İkramiye,Mobil,E51FA5717D2B,Başarılı
TXN0000000212,HSP0000000073,2025-04-14,POS Harcama,2886.91,EUR,Elektronik alışveriş,Internet,E9675B4FB18E,Başarılı
TXN0000000213,HSP0000000100,2026-03-21,ATM Çekim,500,TRY,Nakit çekim,Internet,0E12ACF2783D,Başarılı
TXN0000000214,HSP0000000050,2025-04-17,ATM Çekim,1000,TRY,Nakit çekim,Mobil,532CB4BD2C11,Başarılı
TXN0000000215,HSP0000000035,2025-07-13,Yatırım,75898.77,TRY,Hisse alım,Mobil,5694172A5285,Başarılı
TXN0000000216,HSP0000000023,2025-12-07,Kredi Taksit,10630.08,EUR,İhtiyaç kredisi taksit,Telefon,9F20242AD410,Başarılı
TXN0000000217,HSP0000000032,2025-10-12,ATM Çekim,5000,TRY,Hızlı para çekme,ATM,4F3B83147B10,Başarılı
TXN0000000218,HSP0000000051,2025-12-25,POS Harcama,5138.32,TRY,Elektronik alışveriş,Şube,81A707DA9525,Başarılı
TXN0000000219,HSP0000000005,2025-04-22,POS Harcama,7024.68,TRY,Restoran harcaması,Internet,5A934BB33FB8,Başarılı
TXN0000000220,HSP0000000067,2025-10-16,POS Harcama,4138.69,TRY,Elektronik alışveriş,Telefon,DE94C2641F9A,Başarılı
TXN0000000221,HSP0000000007,2025-08-25,EFT,11587.54,USD,Kira transferi,Internet,C48314AE8BA6,Başarılı
TXN0000000222,HSP0000000038,2025-06-12,POS Harcama,3719.36,TRY,Elektronik alışveriş,Mobil,25AFDCA2ECB7,Başarılı
TXN0000000223,HSP0000000058,2026-01-25,Havale,23452.28,TRY,Alışveriş ödemesi,Internet,F7EAD85B3081,Başarılı
TXN0000000224,HSP0000000018,2025-11-19,ATM Çekim,2000,TRY,Günlük nakit ihtiyacı,Mobil,58B2249239F3,Başarılı
TXN0000000225,HSP0000000026,2026-02-27,Kredi Taksit,13700.27,EUR,Konut kredisi taksit,Mobil,B151C5B3EC52,Başarılı
TXN0000000226,HSP0000000092,2026-02-19,Maaş,38591.32,TRY,İkramiye,Mobil,7C3147975C94,Başarılı
TXN0000000227,HSP0000000091,2025-06-21,ATM Çekim,1000,TRY,Günlük nakit ihtiyacı,ATM,17EC58B66200,Başarılı
TXN0000000228,HSP0000000049,2026-03-04,Havale,21580.54,TRY,Aidat transferi,Mobil,59C53210AA43,Başarılı
TXN0000000229,HSP0000000019,2025-09-06,EFT,18281.03,TRY,Kira transferi,Şube,FE0A235A24C6,Başarılı
TXN0000000230,HSP0000000037,2025-07-13,POS Harcama,48.19,TRY,Online alışveriş,Mobil,E64E28142FE2,Başarılı
TXN0000000231,HSP0000000002,2025-04-03,ATM Çekim,2000,TRY,Hızlı para çekme,ATM,BF402A6F4DB0,Başarılı
TXN0000000232,HSP0000000031,2025-11-13,EFT,2077.18,TRY,Fatura ödemesi,Şube,D793D0760090,Başarılı
TXN0000000233,HSP0000000001,2026-01-11,EFT,20521.02,EUR,Personel maaşı,Internet,6CF0D8DF50E2,Başarılı
TXN0000000234,HSP0000000007,2025-06-14,EFT,21360.35,USD,Fatura ödemesi,Mobil,AE1E9E366DEA,Başarılı
TXN0000000235,HSP0000000078,2025-10-31,Virman,24844.01,TRY,Vadeli hesaba aktarım,POS,5721B133B3FC,Başarılı
TXN0000000236,HSP0000000087,2026-01-19,Virman,19703.96,TRY,Vadeli hesaba aktarım,Şube,B38BA6FAD2E2,Başarılı
TXN0000000237,HSP0000000059,2025-09-01,Maaş,35983.42,TRY,Prim ödemesi,Internet,398BD05159A6,Başarılı
TXN0000000238,HSP0000000009,2025-11-28,Maaş,23745.48,TRY,İkramiye,ATM,F9FBF1FCEAB8,Başarılı
TXN0000000239,HSP0000000036,2025-07-17,Virman,15340.14,TRY,Hesaplar arası transfer,Internet,1E41B2E4AEED,Başarılı
TXN0000000240,HSP0000000074,2025-12-04,Maaş,62064.82,TRY,İkramiye,Şube,731D13938F5A,Başarısız
TXN0000000241,HSP0000000091,2025-12-26,Virman,14421.05,TRY,Yatırım hesabına,Şube,C410BD9C042D,Başarılı
TXN0000000242,HSP0000000017,2025-12-11,POS Harcama,3950.19,TRY,Restoran harcaması,Internet,26437DB53FAC,Başarılı
TXN0000000243,HSP0000000079,2025-05-31,EFT,697.27,TRY,Tedarikçi ödemesi,Mobil,5B0BF95F9484,Başarılı
TXN0000000244,HSP0000000095,2025-10-29,Fatura,138.71,TRY,Su faturası,ATM,ED60DE8B902E,Başarısız
TXN0000000245,HSP0000000072,2026-03-20,Fatura,599.17,TRY,Elektrik faturası,Mobil,E064942B5FBE,Başarılı
TXN0000000246,HSP0000000040,2025-05-29,Virman,17177.31,TRY,Yatırım hesabına,Internet,CD98292C07C2,Başarılı
TXN0000000247,HSP0000000051,2025-06-29,Maaş,27611.01,TRY,Prim ödemesi,Şube,F7714DDA34C6,Başarılı
TXN0000000248,HSP0000000087,2025-06-09,ATM Çekim,1000,TRY,Nakit çekim,Internet,CB48901BBAED,Başarılı
TXN0000000249,HSP0000000081,2025-11-23,ATM Çekim,1000,TRY,Günlük nakit ihtiyacı,ATM,01FE3B2849BD,Başarılı
TXN0000000250,HSP0000000008,2025-09-09,Fatura,1132.6,TRY,Elektrik faturası,Mobil,C9BC883BBC7D,Başarılı
TXN0000000251,HSP0000000027,2025-09-29,POS Harcama,548.38,TRY,Restoran harcaması,Mobil,0ED88DD97C5F,Beklemede
TXN0000000252,HSP0000000036,2025-12-30,Fatura,1692.69,TRY,Telefon faturası,Mobil,D63595BF4122,Başarılı
TXN0000000253,HSP0000000078,2025-09-05,ATM Çekim,5000,TRY,Hızlı para çekme,Internet,0A035E5B3123,Başarılı
TXN0000000254,HSP0000000091,2025-07-31,Havale,9352.43,TRY,Borç ödeme,Internet,B1C07EE3C932,Başarılı
TXN0000000255,HSP0000000028,2025-04-20,POS Harcama,6226.77,USD,Market alışverişi,Mobil,004F094D7395,Başarılı
TXN0000000256,HSP0000000057,2025-06-18,POS Harcama,1537.89,TRY,Akaryakıt,ATM,64F4B834F869,Beklemede
TXN0000000257,HSP0000000094,2025-05-21,Fatura,1653.17,EUR,Telefon faturası,Mobil,9B2F7C00BA4E,Başarılı
TXN0000000258,HSP0000000087,2025-10-16,Yatırım,71510.9,TRY,Hisse alım,Mobil,DA41C11CDC60,Başarılı
TXN0000000259,HSP0000000001,2025-05-15,Virman,8398.91,EUR,Hesaplar arası transfer,Mobil,623499526095,Başarılı
TXN0000000260,HSP0000000014,2026-01-21,POS Harcama,6072.78,TRY,Elektronik alışveriş,Şube,7018158DC3E6,Başarılı
TXN0000000261,HSP0000000027,2025-09-11,Virman,19342.4,TRY,Hesaplar arası transfer,Mobil,448A6CEED134,Başarılı
TXN0000000262,HSP0000000035,2026-02-13,Havale,14034.68,TRY,Kira ödemesi,Mobil,7742D1F09F82,Başarılı
TXN0000000263,HSP0000000027,2026-03-27,POS Harcama,6435.94,TRY,Giyim harcaması,Internet,8E5F58D8E548,Başarılı
TXN0000000264,HSP0000000032,2026-01-02,EFT,11146.83,TRY,Personel maaşı,Mobil,00FEEB7AB3D8,Başarılı
TXN0000000265,HSP0000000004,2025-04-28,ATM Çekim,100,TRY,Hızlı para çekme,Şube,7970E0C7498C,Başarılı
TXN0000000266,HSP0000000051,2026-03-20,EFT,17514.2,TRY,Fatura ödemesi,Internet,273239DA4F5B,Başarılı
TXN0000000267,HSP0000000046,2026-03-10,Virman,20251.57,TRY,Hesaplar arası transfer,ATM,575A06B445C4,Başarılı
TXN0000000268,HSP0000000097,2026-03-24,Maaş,45437.93,TRY,Prim ödemesi,Internet,9D6864A3B68C,Başarılı
TXN0000000269,HSP0000000040,2025-07-28,Maaş,76584.14,TRY,Aylık maaş,Şube,C56268138B7C,Başarılı
TXN0000000270,HSP0000000079,2026-03-07,EFT,8325.17,TRY,Vergi ödemesi,Internet,248DF2757255,Başarılı
TXN0000000271,HSP0000000059,2025-12-02,ATM Çekim,1000,TRY,Nakit çekim,Mobil,10222AD02F26,Başarılı
TXN0000000272,HSP0000000037,2025-05-23,Maaş,41369.59,TRY,İkramiye,Şube,E3C5A63B1D65,Başarılı
TXN0000000273,HSP0000000014,2025-12-29,Virman,11578.27,TRY,Tasarruf hesabına,Şube,31CE2367B5B3,Başarılı
TXN0000000274,HSP0000000031,2025-10-14,POS Harcama,547.16,TRY,Restoran harcaması,Internet,468274DBAF92,Başarısız
TXN0000000275,HSP0000000089,2025-09-23,POS Harcama,4365.32,TRY,Restoran harcaması,ATM,DC4C19C3751F,Başarılı
TXN0000000276,HSP0000000023,2026-01-19,POS Harcama,6697.25,EUR,Market alışverişi,Mobil,69142755552F,Beklemede
TXN0000000277,HSP0000000076,2025-11-14,POS Harcama,1425.87,TRY,Akaryakıt,Mobil,E59EFAB3080F,Başarılı
TXN0000000278,HSP0000000009,2025-10-12,POS Harcama,2632.72,TRY,Elektronik alışveriş,Şube,353514B407AD,Başarılı
TXN0000000279,HSP0000000085,2026-01-23,Havale,22591.07,USD,Kira ödemesi,Mobil,7AFAB7FF7C56,Başarılı
TXN0000000280,HSP0000000097,2025-10-17,Havale,15427.75,TRY,Hediye gönderimi,Mobil,609391F780E0,Başarılı
TXN0000000281,HSP0000000026,2026-03-14,EFT,7683.3,EUR,Kira transferi,POS,F265520462F1,Başarılı
TXN0000000282,HSP0000000092,2025-04-05,Yatırım,61343.33,TRY,Döviz alım,Mobil,C2058349622C,Başarılı
TXN0000000283,HSP0000000017,2025-04-28,Fatura,51.64,TRY,Telefon faturası,Mobil,89CBD012F9CD,Beklemede
TXN0000000284,HSP0000000046,2025-11-08,Havale,17585.32,TRY,Hediye gönderimi,Mobil,C34B1F95B4D2,Başarılı
TXN0000000285,HSP0000000081,2026-01-05,Virman,5359.28,TRY,Vadeli hesaba aktarım,Internet,8AE3603C870B,Başarılı
TXN0000000286,HSP0000000061,2025-10-02,Havale,21015.07,EUR,Aidat transferi,Internet,17D322093562,Başarılı
TXN0000000287,HSP0000000037,2025-05-07,Yatırım,65014.73,TRY,Fon alım,Şube,909ABA802440,Başarılı
TXN0000000288,HSP0000000093,2025-06-09,Kredi Taksit,2185.29,TRY,Taşıt kredisi taksit,Şube,A6A846588B63,Başarısız
TXN0000000289,HSP0000000054,2025-11-04,Fatura,1265.33,TRY,İnternet faturası,POS,46B6407B5405,Başarılı
TXN0000000290,HSP0000000066,2025-07-25,ATM Çekim,200,TRY,Hızlı para çekme,ATM,10EF9B79CEF6,Başarılı
TXN0000000291,HSP0000000078,2026-03-17,Havale,6804.34,TRY,Alışveriş ödemesi,Internet,7BF04D3F5AAA,Başarılı
TXN0000000292,HSP0000000074,2026-03-27,Virman,9277.61,TRY,Tasarruf hesabına,Telefon,B81BBDD2E053,Başarılı
TXN0000000293,HSP0000000089,2025-08-22,Havale,11676.91,TRY,Kira ödemesi,Şube,A3CAD736D07F,Başarılı
TXN0000000294,HSP0000000067,2026-03-06,Kredi Taksit,14445.75,TRY,Konut kredisi taksit,Mobil,C944540743A8,Başarılı
TXN0000000295,HSP0000000088,2025-04-28,POS Harcama,7230.61,TRY,Giyim harcaması,ATM,DB76C4FFD98E,Başarılı
TXN0000000296,HSP0000000100,2026-01-19,Havale,18371.98,TRY,Hediye gönderimi,Internet,7B1BFDBF9277,Beklemede
TXN0000000297,HSP0000000046,2025-04-19,Yatırım,69657.59,TRY,Altın alım,ATM,12524521DA90,Başarılı
TXN0000000298,HSP0000000094,2026-01-22,Fatura,379.7,EUR,Elektrik faturası,Mobil,D50727FA5930,Başarılı
TXN0000000299,HSP0000000085,2025-08-25,Yatırım,48733.64,USD,Fon alım,ATM,20C90AD32481,Başarılı
TXN0000000300,HSP0000000065,2026-02-10,Havale,7096.2,TRY,Borç ödeme,ATM,E78D972BBB8A,Başarılı
TXN0000000301,HSP0000000002,2025-06-17,Maaş,57845.12,TRY,Prim ödemesi,Şube,1DD7D62B6C8A,Beklemede
TXN0000000302,HSP0000000023,2025-12-27,EFT,21564.16,EUR,Vergi ödemesi,Şube,9B2847F30A64,Başarılı
TXN0000000303,HSP0000000011,2025-12-10,Yatırım,75399.75,TRY,Döviz alım,Internet,63789E31E859,Başarılı
TXN0000000304,HSP0000000099,2025-06-25,ATM Çekim,200,TRY,Günlük nakit ihtiyacı,Şube,52FBDC64793E,Başarılı
TXN0000000305,HSP0000000094,2025-05-30,Fatura,152.42,EUR,İnternet faturası,Mobil,B6F2418B3F44,Başarılı
TXN0000000306,HSP0000000052,2025-12-29,ATM Çekim,200,TRY,Hızlı para çekme,Internet,0CAFFCF21052,İptal
TXN0000000307,HSP0000000088,2025-11-09,Maaş,15771.1,TRY,Prim ödemesi,Internet,8D603AB3BA09,Başarılı
TXN0000000308,HSP0000000049,2025-04-22,POS Harcama,796.97,TRY,Giyim harcaması,POS,91B0E31DCEAA,Başarılı
TXN0000000309,HSP0000000082,2026-02-28,Virman,21473.06,TRY,Yatırım hesabına,ATM,8823670F4100,Başarılı
TXN0000000310,HSP0000000035,2025-10-18,EFT,11581.6,TRY,Personel maaşı,Mobil,CD86759436FB,Başarılı
TXN0000000311,HSP0000000094,2026-03-13,POS Harcama,5528.42,EUR,Restoran harcaması,ATM,D7DE28FE1B22,Başarılı
TXN0000000312,HSP0000000041,2025-04-07,POS Harcama,3301.77,EUR,Giyim harcaması,Şube,BD86C900C33E,Başarılı
TXN0000000313,HSP0000000014,2025-08-07,Maaş,27550.17,TRY,Aylık maaş,Internet,81531EA07256,Başarılı
TXN0000000314,HSP0000000080,2025-07-21,Havale,23767.18,TRY,Kira ödemesi,POS,76F4148DA34C,Başarılı
TXN0000000315,HSP0000000091,2025-10-10,Yatırım,65811.27,TRY,Fon alım,Mobil,6F3CF9624610,Başarılı
TXN0000000316,HSP0000000015,2025-05-09,Maaş,56520.73,TRY,Prim ödemesi,Mobil,1C03AF87910C,Başarılı
TXN0000000317,HSP0000000099,2025-09-13,ATM Çekim,500,TRY,Nakit çekim,POS,C3D51B4F45E8,Başarılı
TXN0000000318,HSP0000000100,2025-09-18,Havale,24899.37,TRY,Borç ödeme,ATM,8039A4994C59,Başarılı
TXN0000000319,HSP0000000034,2025-07-12,EFT,15296.52,TRY,Personel maaşı,Mobil,C36FA4698736,Başarısız
TXN0000000320,HSP0000000083,2025-07-21,ATM Çekim,2000,TRY,Günlük nakit ihtiyacı,Mobil,0C55F3060122,Başarılı
TXN0000000321,HSP0000000014,2025-05-08,Kredi Taksit,1985.77,TRY,Taşıt kredisi taksit,Şube,E4A54C9E3A07,Başarılı
TXN0000000322,HSP0000000033,2026-03-01,Maaş,56621.79,TRY,Aylık maaş,Mobil,45F6FC5D41C4,Başarılı
TXN0000000323,HSP0000000086,2025-10-18,ATM Çekim,2000,USD,Nakit çekim,Mobil,58405D56B33E,Başarılı
TXN0000000324,HSP0000000066,2025-10-24,Maaş,69863.19,TRY,Aylık maaş,ATM,391461B87456,Başarılı
TXN0000000325,HSP0000000070,2025-12-03,EFT,3117.97,TRY,Fatura ödemesi,Internet,97AF41145260,Başarılı
TXN0000000326,HSP0000000046,2026-02-26,Virman,2357.61,TRY,Yatırım hesabına,Mobil,FB4548FD6AF8,Başarılı
TXN0000000327,HSP0000000011,2025-07-13,Fatura,394.41,TRY,Elektrik faturası,ATM,29AD5144C7FD,Başarılı
TXN0000000328,HSP0000000050,2025-05-25,POS Harcama,5052.32,TRY,Online alışveriş,Mobil,290C4E2897E1,Başarılı
TXN0000000329,HSP0000000063,2025-06-11,Havale,988.89,TRY,Kira ödemesi,Şube,22006B826977,Başarılı
TXN0000000330,HSP0000000093,2026-01-02,Yatırım,64519.06,TRY,Döviz alım,Mobil,80C1F865CFC3,Başarılı
TXN0000000331,HSP0000000069,2025-04-09,Yatırım,4185.75,TRY,Hisse alım,ATM,7AB6FE970E3C,İptal
TXN0000000332,HSP0000000044,2026-03-01,Fatura,1351.27,TRY,İnternet faturası,Mobil,F43999F53BAC,Başarılı
TXN0000000333,HSP0000000087,2025-07-29,Fatura,1853.39,TRY,Elektrik faturası,Internet,D9DC6ADB730A,Başarılı
TXN0000000334,HSP0000000095,2026-02-11,Havale,1240.46,TRY,Aidat transferi,Şube,93C9915D49EE,Başarılı
TXN0000000335,HSP0000000002,2025-05-20,EFT,11459.0,TRY,Personel maaşı,Mobil,095D3AC1D346,Başarılı
TXN0000000336,HSP0000000076,2026-01-30,Havale,19999.46,TRY,Aidat transferi,ATM,C1B54C814D8A,Başarılı
TXN0000000337,HSP0000000009,2026-03-14,Fatura,833.92,TRY,Elektrik faturası,Internet,96526167CCBF,Başarılı
TXN0000000338,HSP0000000088,2025-07-19,POS Harcama,6118.54,TRY,Giyim harcaması,Mobil,66814872EC84,Başarılı
TXN0000000339,HSP0000000023,2025-10-30,Virman,4284.47,EUR,Yatırım hesabına,Mobil,0D98C282E82E,Başarılı
TXN0000000340,HSP0000000071,2025-06-08,EFT,2589.2,TRY,Fatura ödemesi,Mobil,12A0CF34F74F,Başarılı
TXN0000000341,HSP0000000049,2025-04-04,Maaş,15469.56,TRY,Aylık maaş,Mobil,4AA29C909AB1,Başarılı
TXN0000000342,HSP0000000091,2025-11-30,POS Harcama,5545.02,TRY,Restoran harcaması,POS,D9B7CA7E7D4C,Başarılı
TXN0000000343,HSP0000000019,2025-06-29,POS Harcama,4892.09,TRY,Market alışverişi,Internet,D95E1204ED98,Başarılı
TXN0000000344,HSP0000000077,2026-02-16,EFT,20679.44,TRY,Vergi ödemesi,Internet,872E50B92828,İptal
TXN0000000345,HSP0000000045,2025-12-28,ATM Çekim,100,TRY,Günlük nakit ihtiyacı,Internet,93FBEF0835F4,Başarılı
TXN0000000346,HSP0000000047,2025-11-24,Fatura,1552.15,TRY,Doğalgaz faturası,Telefon,2F993087052D,Başarılı
TXN0000000347,HSP0000000036,2025-11-29,Havale,12488.12,TRY,Aidat transferi,Mobil,E0EE385B2BEA,Başarılı
TXN0000000348,HSP0000000086,2025-07-17,Kredi Taksit,7085.4,USD,İhtiyaç kredisi taksit,Mobil,3627606B326B,Başarılı
TXN0000000349,HSP0000000079,2025-04-27,Fatura,1853.48,TRY,Doğalgaz faturası,ATM,30F70D428608,Başarılı
TXN0000000350,HSP0000000021,2025-07-30,Fatura,1456.74,TRY,Telefon faturası,Internet,E7180A97D5EB,Başarılı
TXN0000000351,HSP0000000075,2025-09-14,Virman,5828.57,GBP,Hesaplar arası transfer,Mobil,CD5B48E72633,Başarılı
TXN0000000352,HSP0000000042,2025-07-12,EFT,9450.76,TRY,Personel maaşı,Mobil,7B4098732DC5,Başarılı
TXN0000000353,HSP0000000010,2025-06-14,ATM Çekim,200,TRY,Günlük nakit ihtiyacı,Internet,65AAA27B7693,Başarılı
TXN0000000354,HSP0000000059,2025-07-09,EFT,15837.33,TRY,Vergi ödemesi,Internet,9E645F6A97D0,Başarılı
TXN0000000355,HSP0000000026,2025-08-22,Virman,3498.89,EUR,Tasarruf hesabına,Mobil,5959E5719EC2,Başarılı
TXN0000000356,HSP0000000059,2025-08-30,ATM Çekim,2000,TRY,Nakit çekim,ATM,4F862770B794,Başarılı
TXN0000000357,HSP0000000082,2026-01-09,Yatırım,85572.9,TRY,Hisse alım,POS,ED10EB5E89C4,Başarılı
TXN0000000358,HSP0000000053,2026-01-28,Fatura,973.3,TRY,İnternet faturası,Internet,D212316E517D,Başarısız
TXN0000000359,HSP0000000036,2025-08-05,Havale,8249.67,TRY,Alışveriş ödemesi,Internet,EF9BE9F85AAA,Başarılı
TXN0000000360,HSP0000000029,2026-01-19,Kredi Taksit,13575.53,TRY,İhtiyaç kredisi taksit,Internet,A895A34B4692,Başarılı
TXN0000000361,HSP0000000006,2025-04-18,Havale,10699.87,TRY,Hediye gönderimi,Internet,9C7DE965F67B,Başarılı
TXN0000000362,HSP0000000062,2025-12-10,Fatura,519.0,TRY,Telefon faturası,Şube,5FB63011A878,Başarılı
TXN0000000363,HSP0000000097,2025-06-07,Havale,9024.3,TRY,Aidat transferi,Şube,13BF5DD0CBF4,İptal
TXN0000000364,HSP0000000083,2025-06-22,Yatırım,70478.8,TRY,Hisse alım,Mobil,F4D021FA810C,Başarılı
TXN0000000365,HSP0000000059,2025-07-04,ATM Çekim,500,TRY,Günlük nakit ihtiyacı,Mobil,2541AB2ECA7E,Başarılı
TXN0000000366,HSP0000000060,2025-10-15,Maaş,73073.24,TRY,Prim ödemesi,Mobil,52B634C8267A,Başarılı
TXN0000000367,HSP0000000068,2026-02-08,Havale,13606.63,TRY,Aidat transferi,Internet,ABB5636D294C,Başarılı
TXN0000000368,HSP0000000088,2025-04-29,Havale,12916.94,TRY,Borç ödeme,POS,D0F0A56950C4,Başarılı
TXN0000000369,HSP0000000007,2025-10-05,Havale,9224.18,USD,Alışveriş ödemesi,Internet,C286A69A7D19,Başarılı
TXN0000000370,HSP0000000091,2025-09-19,Havale,6041.95,TRY,Kira ödemesi,Şube,F40719A06312,Başarılı
TXN0000000371,HSP0000000084,2026-03-26,ATM Çekim,200,USD,Günlük nakit ihtiyacı,POS,4C7B6E7DF0F1,Başarılı
TXN0000000372,HSP0000000098,2026-03-15,EFT,10630.94,TRY,Tedarikçi ödemesi,Internet,41337AB2BF9E,Başarılı
TXN0000000373,HSP0000000009,2025-06-02,ATM Çekim,1000,TRY,Günlük nakit ihtiyacı,Internet,85AD9A58DB66,Başarılı
TXN0000000374,HSP0000000069,2026-02-12,POS Harcama,2957.8,TRY,Elektronik alışveriş,Internet,75A3DBA70FF2,Başarılı
TXN0000000375,HSP0000000089,2025-11-21,Fatura,220.25,TRY,İnternet faturası,POS,7E5906D2FF9A,Başarılı
TXN0000000376,HSP0000000023,2025-08-20,Virman,2889.41,EUR,Vadeli hesaba aktarım,POS,89C68A6A3B88,Başarılı
TXN0000000377,HSP0000000064,2025-04-12,EFT,7399.92,EUR,Fatura ödemesi,Mobil,E98E553199B2,İptal
TXN0000000378,HSP0000000017,2025-04-11,ATM Çekim,500,TRY,Nakit çekim,Internet,F020FA46A24E,Başarılı
TXN0000000379,HSP0000000009,2025-12-23,Havale,16152.33,TRY,Hediye gönderimi,ATM,B10F23764F75,Başarılı
TXN0000000380,HSP0000000075,2026-01-29,Virman,16679.8,GBP,Tasarruf hesabına,Şube,92C3F4255E7B,Başarılı
TXN0000000381,HSP0000000059,2025-06-27,Virman,19752.77,TRY,Vadeli hesaba aktarım,Mobil,FD071367F7E4,Başarılı
TXN0000000382,HSP0000000062,2025-06-15,ATM Çekim,500,TRY,Hızlı para çekme,Mobil,768CCC7D1904,Başarılı
TXN0000000383,HSP0000000059,2025-12-31,Yatırım,28882.03,TRY,Fon alım,Şube,6D567D230462,Başarılı
TXN0000000384,HSP0000000091,2025-07-31,Maaş,22599.63,TRY,Prim ödemesi,Şube,E4498122325B,Başarılı
TXN0000000385,HSP0000000074,2026-01-13,Havale,17707.65,TRY,Borç ödeme,Mobil,BEA93A58A822,Başarılı
TXN0000000386,HSP0000000045,2025-12-30,Havale,7608.84,TRY,Kira ödemesi,Internet,E4433ACA6742,Başarısız
TXN0000000387,HSP0000000052,2025-09-11,Kredi Taksit,3184.75,TRY,Taşıt kredisi taksit,ATM,E9D472DF9777,İptal
TXN0000000388,HSP0000000070,2025-11-29,Yatırım,89649.76,TRY,Fon alım,Mobil,70DF1986B5C2,Başarılı
TXN0000000389,HSP0000000073,2025-05-28,Maaş,62556.63,EUR,Aylık maaş,POS,3980539B3B81,Başarılı
TXN0000000390,HSP0000000018,2026-02-11,POS Harcama,6730.2,TRY,Akaryakıt,Mobil,48FA8DDE39C1,Başarılı
TXN0000000391,HSP0000000046,2026-01-24,Havale,13208.2,TRY,Borç ödeme,Mobil,B4AD8408B7B4,Başarılı
TXN0000000392,HSP0000000026,2026-03-10,Havale,23944.83,EUR,Alışveriş ödemesi,Internet,D77C93FB0D4D,Başarılı
TXN0000000393,HSP0000000051,2025-04-29,EFT,22720.33,TRY,Vergi ödemesi,Mobil,13944C1816F3,Başarılı
TXN0000000394,HSP0000000051,2025-10-08,Havale,403.55,TRY,Borç ödeme,ATM,9B915D1E9FC6,Başarılı
TXN0000000395,HSP0000000045,2025-07-20,Virman,18223.55,TRY,Tasarruf hesabına,Internet,8880F4B944E6,Başarılı
TXN0000000396,HSP0000000095,2025-11-04,Yatırım,72996.25,TRY,Döviz alım,ATM,1F702872F08A,Başarılı
TXN0000000397,HSP0000000018,2025-09-03,Fatura,975.5,TRY,Telefon faturası,Internet,0407839FE812,Başarılı
TXN0000000398,HSP0000000043,2025-05-16,Havale,264.81,TRY,Borç ödeme,POS,281A9C3CBB85,Başarılı
TXN0000000399,HSP0000000054,2025-06-10,EFT,5061.51,TRY,Kira transferi,Internet,D6E8E5740446,Başarılı
TXN0000000400,HSP0000000038,2026-01-25,POS Harcama,2445.24,TRY,Giyim harcaması,Mobil,844DA0482B20,Başarılı
TXN0000000401,HSP0000000095,2025-08-13,ATM Çekim,500,TRY,Günlük nakit ihtiyacı,Mobil,B3CB9C20F5C0,Başarılı
TXN0000000402,HSP0000000082,2025-10-31,ATM Çekim,200,TRY,Hızlı para çekme,Şube,40605C95F815,Başarılı
TXN0000000403,HSP0000000089,2025-12-09,POS Harcama,7954.78,TRY,Market alışverişi,Mobil,FE972E9C529E,Başarılı
TXN0000000404,HSP0000000077,2025-08-11,Maaş,55819.74,TRY,Prim ödemesi,Internet,BFF1B85BA8DE,Başarılı
TXN0000000405,HSP0000000089,2025-04-09,Fatura,1698.3,TRY,Doğalgaz faturası,Internet,72E019E621DB,Başarılı
TXN0000000406,HSP0000000075,2025-06-09,Havale,8998.9,GBP,Kira ödemesi,Mobil,AC6AF46971DE,Başarılı
TXN0000000407,HSP0000000035,2025-04-25,Virman,7317.42,TRY,Hesaplar arası transfer,Şube,37BAAE1CE4E4,İptal
TXN0000000408,HSP0000000066,2026-02-01,EFT,18840.45,TRY,Fatura ödemesi,Şube,937C8BBA4FD5,Başarılı
TXN0000000409,HSP0000000042,2025-09-02,Fatura,579.34,TRY,Su faturası,ATM,CA8B41DCE642,Başarılı
TXN0000000410,HSP0000000013,2025-06-10,POS Harcama,4155.0,TRY,Online alışveriş,Internet,D7E2878C31E1,Başarılı
TXN0000000411,HSP0000000100,2025-05-23,ATM Çekim,200,TRY,Nakit çekim,Mobil,8CB8CD136341,Beklemede
TXN0000000412,HSP0000000065,2026-02-09,EFT,17272.36,TRY,Fatura ödemesi,Mobil,1363291D6AAC,Başarılı
TXN0000000413,HSP0000000069,2025-10-31,Maaş,44931.94,TRY,Aylık maaş,Şube,3349B07BFD12,Başarılı
TXN0000000414,HSP0000000015,2025-09-07,Fatura,1397.55,TRY,Doğalgaz faturası,POS,0D8656F94974,Başarılı
TXN0000000415,HSP0000000057,2025-09-23,Kredi Taksit,3410.9,TRY,İhtiyaç kredisi taksit,Internet,F290E7A0951C,Başarılı
TXN0000000416,HSP0000000004,2026-03-22,Maaş,24253.36,TRY,Aylık maaş,Mobil,BE0157B3A3CC,Başarılı
TXN0000000417,HSP0000000040,2026-03-20,Havale,19099.29,TRY,Kira ödemesi,Mobil,0020071D3EAD,Başarılı
TXN0000000418,HSP0000000010,2025-07-10,Havale,2784.65,TRY,Alışveriş ödemesi,Internet,855CAA5024BC,Başarılı
TXN0000000419,HSP0000000076,2025-05-04,Havale,7610.98,TRY,Kira ödemesi,Mobil,6247FA11951C,Başarılı
TXN0000000420,HSP0000000097,2026-01-26,Havale,22539.25,TRY,Aidat transferi,Mobil,DE12FB953D30,Başarılı
TXN0000000421,HSP0000000086,2025-08-21,Virman,23724.91,USD,Yatırım hesabına,Mobil,94B0A083E325,Başarılı
